image_name,total_volume_cm3,total_weight_g,calories,protein,fat,carbs,fiber,sugars
C-4,2101.3834376571485,2416.5909533057206,1825.251147031811,219.42645856015943,115.75470666334402,25.85752320037121,21.990977675082057,15.707841196487184
