image_name,total_volume_cm3,total_weight_g,calories,protein,fat,carbs,fiber,sugars
C-6,468.7035453745491,463.15725670886275,517.4007438813169,8.403507230335633,30.09784831849574,66.68109451927626,22.808540033542982,34.94879232368593
